"id";"name";"mobile";"address";"rating";"votes";"established";"website";"mon_time";"tues_time";"wed_time";"thurs_time";"fri_time";"sat_time";"sun_time"
63;"Benefit Express Gym";"+(91)-11-33630398";"Plot Number 34 & 35, Block Number B-1 A, Metro Market, Noida Sector 51, Noida - 201307, Behind HP Petrol Pump(Map)";"4.0";"144";"2010";"http://www.benefitexpressgym.com";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"08:00 am - 08:00 pm"
64;"Satisfaction Gym & Yoga Centre";"+(91)-11-33061628";"House Number 3010, Gurgaon Sector 23, Gurgaon - 122015, Near Sector 23 Market";"4.6";"8";"2011";"javascript:void(0);";"06:00 am - 11:00 am  06:00 pm - 11:00 pm";"06:00 am - 11:00 am  06:00 pm - 11:00 pm";"06:00 am - 11:00 am  06:00 pm - 11:00 pm";"06:00 am - 11:00 am  06:00 pm - 11:00 pm";"06:00 am - 11:00 am  06:00 pm - 11:00 pm";"06:00 am - 11:00 am  06:00 pm - 11:00 pm";"Closed"
65;"Total Training Terminal";"+(91)-11-33081911";"111, New Rajdhani Enclave, Preet Vihar, Delhi - 110092, Near Preet Vihar Metro Station(Map)";"4.3";"7";"2011";"javascript:void(0);";"06:00 am - 12:00 pm  04:00 pm - 10:30 pm";"06:00 am - 12:00 pm  04:00 pm - 10:30 pm";"06:00 am - 12:00 pm  04:00 pm - 10:30 pm";"06:00 am - 12:00 pm  04:00 pm - 10:30 pm";"06:00 am - 12:00 pm  04:00 pm - 10:30 pm";"06:00 am - 12:00 pm  04:00 pm - 10:30 pm";"Closed"
66;"The Tone Zone Fitness Factory";"+(91)-11-33428130";"B-1/2 , Basement, Yamuna Vihar, Delhi - 110053, Near Anand Sagar Restaurant(Map)";"3.5";"2";"2000";"javascript:void(0);";"12:00 am - 11:59 pm  04:30 pm - 10:00 pm";"12:00 am - 11:59 pm  04:30 pm - 10:00 pm";"12:00 am - 11:59 pm  04:30 pm - 10:00 pm";"12:00 am - 11:59 pm  04:30 pm - 10:00 pm";"12:00 am - 11:59 pm  04:30 pm - 10:00 pm";"12:00 am - 11:59 pm  04:30 pm - 10:00 pm";"12:00 am - 11:59 pm"
67;"Dronacharyas The Gym";"+(91)-11-33723355";"S 1/2, 2nd Floor, Manish Metro Plaza 3, Plot Number 3, Dwarka Sector 12, Delhi - 110078, Near K M Chowk(Map)";"4.0";"71";"Main Branch At Kings";"javascript:void(0);";"05:00 am - 10:30 pm  03:00 pm - 10:00 pm";"05:00 am - 10:30 pm  03:00 pm - 10:00 pm";"05:00 am - 10:30 pm  03:00 pm - 10:00 pm";"05:00 am - 10:30 pm  03:00 pm - 10:00 pm";"05:00 am - 10:30 pm  03:00 pm - 10:00 pm";"05:00 am - 10:30 pm  03:00 pm - 10:00 pm";"05:00 am - 10:30 pm  03:00 pm - 10:00 pm"
68;"Yoga Fitness Centre";"+(91)-11-33829094";"D72, second floor, Gurgaon, Gurgaon - 122001, Sec 56 sushant lok -2";"3.5";"2";"2015";"javascript:void(0);";"09:00 am - 09:00 pm";"09:00 am - 09:00 pm";"09:00 am - 09:00 pm";"09:00 am - 09:00 pm";"09:00 am - 09:00 pm";"09:00 am - 09:00 pm";"09:00 am - 09:00 pm"
69;"Diamond Fitness Club";"+(91)-11-33828313";"address:-rz-f1 shiv main market vijay enclave dabri palam road, Delhi - 110045, near,shiv main market,tea point(Map)";"3.5";"2";"2011";"javascript:void(0);";"06:00 am - 09:30 pm";"06:00 am - 09:30 pm";"06:00 am - 09:30 pm";"06:00 am - 09:30 pm";"06:00 am - 09:30 pm";"06:00 am - 09:30 pm";"05:30 am - 05:30 am"
70;"Total Fitness";"+(91)-11-33058115";"A 113, Shivalik-malviya Nagar, Delhi - 110017(Map)";"5.0";"40";"2010";"http://askyourdiet.com";"09:30 am - 10:00 pm";"09:30 am - 10:00 pm";"09:30 am - 10:00 pm";"09:30 am - 10:00 pm";"09:30 am - 10:00 pm";"09:30 am - 10:00 pm";"09:30 am - 10:00 pm"
71;"Spartan Gym And Fitness";"+(91)-11-33496769";"Block D/1, First Floor, Acharya Niketan, Mayur Vihar Phase I, Delhi - 110091, Above Reliance Fresh(Map)";"3.9";"35";"2010";"http://www.spartangym.in";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm"
72;"Sweat Gym & Personal Trainer";"+(91)-11-39517185";"1899 A 3rd Floor, South Extension 1, Delhi - 110049, Near Bengali Sweets And Opposite B 50(Map)";"3.9";"48";"2010";"http://www.sweatfitness.in";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"09:00 am - 02:00 pm"
73;"Bomiso Gym & Spa";"+(91)-11-33074496";"2nd Floor, Good Earth City Center Mall, Gurgaon Sector 50, Gurgaon - 122018, Opposite Malibu Town(Map)";"4.2";"6";"2013";"http://www.bomiso.in";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"02:00 pm - 10:00 pm"
74;"Fitness Finesse";"+(91)-11-33636852";"D610,C R Park, C R Park, Delhi - 110019, Opposite Deshbandhu Appartment Gate 2(Map)";"3.9";"141";"1999";"http://www.fitnessfinesse.in";"06:00 am - 10:00 pm  12:00 am - 12:00 am";"06:00 am - 10:00 pm  12:00 am - 12:00 am";"06:00 am - 10:00 pm  12:00 am - 12:00 am";"06:00 am - 10:00 pm  12:00 am - 12:00 am";"06:00 am - 10:00 pm  12:00 am - 12:00 am";"06:00 am - 10:00 pm  12:00 am - 12:00 am";"09:00 am - 02:00 pm  12:00 am - 12:00 am"
75;"Adonis Gym";"+(91)-11-33067749";"Plot No 67 & 68, Site 4, Oxford School Road, Vikaspuri, Delhi - 110018(Map)";"3.9";"27";"2012";"http://www.adonisgym.com";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 12:00 pm"
76;"Gymnasium A Complete Fitnes...";"+(91)-11-33639470";"59/8, Kalkaji, Delhi - 110019, Near K-Block, Down Stair ICICI Bank(Map)";"4.3";"10";"2000";"javascript:void(0);";"05:30 am - 01:00 pm  05:00 pm - 10:30 pm";"05:30 am - 01:00 pm  05:00 pm - 10:30 pm";"05:30 am - 01:00 pm  05:00 pm - 10:30 pm";"05:30 am - 01:00 pm  05:00 pm - 10:30 pm";"05:30 am - 01:00 pm  05:00 pm - 10:30 pm";"05:30 am - 01:00 pm  05:00 pm - 10:30 pm";"Closed"
77;"Oxide Gym";"+(91)-11-33085208";"C 37, Madhu Vihar-Patparganj, Delhi - 110092, Opposite Naravana Apartment(Map)";"4.0";"23";"2009";"javascript:void(0);";"05:00 am - 10:00 pm";"05:00 am - 10:00 pm";"05:00 am - 10:00 pm";"05:00 am - 10:00 pm";"05:00 am - 10:00 pm";"05:00 am - 10:00 pm";"Closed"
78;"Platinum Gym & Aerobics";"+(91)-11-33721741";"I 83, Lajpat Nagar 2-lajpat Nagar, Delhi - 110024, Near Central Market(Map)";"4.0";"41";"2009";"javascript:void(0);";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"Closed"
79;"SFL Fitness";"+(91)-11-33454030";"F 86, Shivaji Place, Rajouri Garden, Delhi - 110027, Opposite Tdi Paragon Mall Wave Cinema(Map)";"4.7";"3";"2015";"http://www.sflfitness.in";"05:30 am - 11:30 pm";"05:30 am - 11:30 pm";"05:30 am - 11:30 pm";"05:30 am - 11:30 pm";"05:30 am - 11:30 pm";"05:30 am - 11:30 pm";"05:30 am - 11:30 pm"
80;"Stylish Body Line";"+(91)-11-33439343";"Plot no -14 Dwarka beside Medical Council of India, Dwarka Sector 8, Delhi - 110077, Near Queens Valley School(Map)";"4.4";"5";"2011";"Null";"09:00 am - 09:30 pm";"09:00 am - 09:30 pm";"09:00 am - 09:30 pm";"09:00 am - 09:30 pm";"09:00 am - 09:30 pm";"09:00 am - 09:30 pm";"09:00 am - 09:30 pm"
81;"Adorn Fitness Planet";"+(91)-11-33435340";"A-2/8, Safdarjung Enclave, Delhi - 110029, Opposite Bhikaji Kama Place";"3.2";"9";"2012";"javascript:void(0);";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"10:00 am - 08:00 pm"
82;"Absolutions Fitness Company";"+(91)-11-33084448";"R-4, Iind Floor, Galleria Market, Dlf City Phase IV Gurgaon, Gurgaon - 122002(Map)";"4.0";"52";"2013";"javascript:void(0);";"12:00 am - 11:59 pm";"12:00 am - 11:59 pm";"12:00 am - 11:59 pm";"12:00 am - 11:59 pm";"12:00 am - 11:59 pm";"12:00 am - 11:59 pm";"12:00 am - 11:59 pm"
83;"Maxx Fitness Centre";"+(91)-11-39547615";"A 1/474,Main Market, Shakarpur, Delhi - 110092, Near Hanuman Mandir(Map)";"3.8";"10";"2010";"javascript:void(0);";"06:00 am - 11:00 am";"06:00 am - 11:00 am";"06:00 am - 11:00 am";"06:00 am - 11:00 am";"06:00 am - 11:00 am";"06:00 am - 11:00 am";"Closed"
84;"O Two Gym N Spa";"+(91)-11-39516580";"Shri Ram Complex, C Block, Maple Hieghts, Sushant Lok Phase 1, Gurgaon - 122002(Map)";"4.4";"54";"2006";"http://www.otwogym.com";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm"
85;"The Gym Club";"+(91)-11-33064668";"First Floor, Eros City Square, Gurgaon Sector 49, Gurgaon - 122018, Above Mcdonalds";"4.3";"12";"2012";"http://www.gymclublife.com";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm"
86;"Transform Gym";"+(91)-11-33980982";"C 11, Ring Road, Rajouri Garden, Delhi - 110027, Near Gurudwara And Croma Centre(Map)";"4.1";"208";"2004";"http://www.gymsforall.in";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm"
87;"Deep gym & Personal Trainer";"+(91)-11-33060831";"AN-38, AMRIT NAGAR, South Extension 1, Delhi - 110049, OPP BIG TOMB(Map)";"4.5";"4";"2010";"javascript:void(0);";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"Closed"
88;"Good Health";"+(91)-11-39544330";"Shop Number MS 02, MS 06, MS 07, Shipra Suncity, Regalia Heights Market, Indirapuram, Ghaziabad - 201014, Near Shipra Mall And Cisf Camp(Map)";"3.8";"15";"2002";"javascript:void(0);";"05:30 am - 10:00 pm  12:00 pm - 10:00 pm";"05:30 am - 10:00 pm  12:00 pm - 10:00 pm";"05:30 am - 10:00 pm  12:00 pm - 10:00 pm";"05:30 am - 10:00 pm  12:00 pm - 10:00 pm";"05:30 am - 10:00 pm  12:00 pm - 10:00 pm";"05:30 am - 10:00 pm  12:00 pm - 10:00 pm";"06:00 am - 10:00 am  05:30 pm - 08:00 pm"
89;"Three Sixty Degree Gym";"+(91)-11-33980883";"C 11, Shri Ram Plaza, 2nd Floor, Vasundhara Sector 13, Ghaziabad - 201012, Opposite Jaipuria School(Map)";"4.2";"11";"2012";"javascript:void(0);";"05:30 am - 12:00 pm  05:00 pm - 10:00 pm";"05:30 am - 12:00 pm  05:00 pm - 10:00 pm";"05:30 am - 12:00 pm  05:00 pm - 10:00 pm";"05:30 am - 12:00 pm  05:00 pm - 10:00 pm";"05:30 am - 12:00 pm  05:00 pm - 10:00 pm";"05:30 am - 12:00 pm  05:00 pm - 10:00 pm";"Closed"
90;"Gakhal Fitness Station Pvt Ltd";"+(91)-11-33055161";"A-15, Shubham Enclave, Paschim Vihar, Delhi - 110063, Opposite Radisson Blu(Map)";"3.9";"37";"2014";"javascript:void(0);";"06:00 am - 11:00 pm";"06:00 am - 11:00 pm";"06:00 am - 11:00 pm";"06:00 am - 11:00 pm";"06:00 am - 11:00 pm";"06:00 am - 11:00 pm";"06:00 am - 02:00 pm"
91;"Ripped";"+(91)-11-33078503";"House Number 11/1, Railway Colony, Chanakya Puri, Delhi - 110021";"5.0";"1";"2008";"javascript:void(0);";"06:00 am - 09:00 pm";"06:00 am - 09:00 pm";"06:00 am - 09:00 pm";"06:00 am - 09:00 pm";"06:00 am - 09:00 pm";"06:00 am - 09:00 pm";"Closed"
92;"Fitness Finesse Premium";"+(91)-11-33135412";"Level 3, J K Building, Masjid Modh, Greater Kailash Ii, Delhi - 110048(Map)";"4.5";"10";"2015";"http://www.fitnessfinesse.in";"06:00 am - 11:00 pm";"06:00 am - 11:00 pm";"06:00 am - 11:00 pm";"06:00 am - 11:00 pm";"06:00 am - 11:00 pm";"06:00 am - 11:00 pm";"06:00 am - 11:00 pm"
93;"Rajeev Kumar Personal Trainer";"+(91)-11-33453605";"f/173, near vidya peeth, Katwaria Sarai, Delhi - 110016(Map)";"3.5";"2";"CashMaster CardVisa ";"javascript:void(0);";"12:00 am - 11:59 pm";"12:00 am - 11:59 pm";"12:00 am - 11:59 pm";"12:00 am - 11:59 pm";"12:00 am - 11:59 pm";"12:00 am - 11:59 pm";"05:30 am - 05:30 am"
94;"Abb Initio";"+(91)-11-33081129";"35, Basant Lok, Vasant Vihar, Delhi - 110057, Near Priya Complex(Map)";"3.8";"12";"2013";"javascript:void(0);";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"08:00 am - 02:00 pm"
95;"The Gold Gym";"+(91)-11-33632467";"R- 35, Inderpuri, Delhi - 110012(Map)";"3.8";"43";"1999";"http://www.thegoldgym.com";"06:00 am - 11:00 pm";"06:00 am - 11:00 pm";"06:00 am - 11:00 pm";"06:00 am - 11:00 pm";"06:00 am - 11:00 pm";"06:00 am - 11:00 pm";"09:00 am - 02:00 pm"
96;"Shape Up Zone";"+(91)-11-33633128";"WZ-10B, Dayal SAR Road, Uttam Nagar, Delhi - 110059, Near Metro Station(Map)";"3.6";"8";"2001";"javascript:void(0);";"05:30 am - 10:30 pm";"05:30 am - 10:30 pm";"05:30 am - 10:30 pm";"05:30 am - 10:30 pm";"05:30 am - 10:30 pm";"05:30 am - 10:30 pm";"05:30 am - 10:30 pm"
97;"Guys N Divas";"+(91)-11-33059323";"U-22, DGN, Ramesh Nagar, Delhi - 110015, Near Ramesh Nagar Metro Station Parking side(Map)";"3.5";"2";"2014";"javascript:void(0);";"06:00 am - 12:00 pm  05:00 am - 10:00 pm";"06:00 am - 12:00 pm  05:00 am - 10:00 pm";"06:00 am - 12:00 pm  05:00 am - 10:00 pm";"06:00 am - 12:00 pm  05:00 am - 10:00 pm";"06:00 am - 12:00 pm  05:00 am - 10:00 pm";"06:00 am - 12:00 pm  05:00 am - 10:00 pm";"Closed"
98;"One Dream Fitness And Clubs...";"+(91)-11-33076193";"666/10, Main Road of Jheel, Jheel Khurenja-Krishna Nagar, Delhi - 110051, Near Old Sabzi Mandi & Near Geeta Colony Police Station(Map)";"4.2";"5";"2015";"javascript:void(0);";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"08:00 am - 02:00 pm"
99;"Boxx Fitness Xxtreme";"+(91)-11-33454690";"18/26, 1st/2nd Floor, P Block, Uppal Southend, Sector 48, Sohna Road, Gurgaon - 122001";"5.0";"1";"2014";"http://www.boxxfitness.com";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"Closed"
100;"Goodways Fitness";"+(91)-11-33054763";"8a/1, Geeta Colony, Jheel Chowk, Delhi - 110031, Opposite Punjab And Sind Bank(Map)";"4.8";"9";"2012";"http://www.goodwaysfitness.com";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"05:30 am - 05:30 am"
101;"Elite Fitness Gym And Spa";"+(91)-11-33062777";"45, 1st Floor, Corner Market, Maharishi Dayanand Marg, Malviya Nagar, Delhi - 110017, Near Panchshila Rendezvous(Map)";"3.8";"32";"2012";"javascript:void(0);";"05:00 am - 11:00 pm";"05:00 am - 11:00 pm";"05:00 am - 11:00 pm";"05:00 am - 11:00 pm";"05:00 am - 11:00 pm";"05:00 am - 11:00 pm";"09:00 am - 02:00 pm"
102;"Invincible Fitness Club Unisex";"+(91)-11-33438565";"B-27, Sarai Pipal Thala Extention, Nanda Road, Adarsh Nagar, Delhi - 110033, Near Peer Baba(Map)";"3.5";"2";"2014";"http://www.invinciblefitnessclub.com";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"Closed"
103;"Kailash Institute Of Naturo...";"+(91)-11-33430418";"23, Institutional Area, Knowledge Park 1, Greater Noida, Noida - 201310, Near Pari Chowk(Map)";"4.3";"43";"2008";"http://www.kailashnaturopathy.com";"06:00 am - 09:00 pm";"06:00 am - 09:00 pm";"06:00 am - 09:00 pm";"06:00 am - 09:00 pm";"06:00 am - 09:00 pm";"06:00 am - 09:00 pm";"06:00 am - 09:00 pm"
104;"Fitness Square";"+(91)-11-33041457";"B 4, DDA Market, First Floor, Lawrence Road, Delhi - 110035(Map)";"5.0";"1";"2015";"http://www.fitnesssquare.net";"06:00 am - 02:00 pm  04:30 pm - 10:00 pm";"06:00 am - 02:00 pm  04:30 pm - 10:00 pm";"06:00 am - 02:00 pm  04:30 pm - 10:00 pm";"06:00 am - 02:00 pm  04:30 pm - 10:00 pm";"06:00 am - 02:00 pm  04:30 pm - 10:00 pm";"06:00 am - 02:00 pm  04:30 pm - 10:00 pm";"Closed"
105;"La Sona";"+(91)-11-33630322";"Shop Number 122, Kingsway Camp, Mall Road, GTB Nagar, Delhi - 110009, Opposite Dominos(Map)";"4.2";"112";"2012";"http://www.lasona.in";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"Closed"
106;"He R She";"+(91)-9990500807";"Noida Sector 30, Noida - 201303, Near Golf Course Metro Station";"5.0";"1";"2012";"javascript:void(0);";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm"
107;"R P International";"+(91)-11-45608996";"6/89, West Patel Nagar, Delhi - 110008, Near Rajendra Place Metro Station";"3.5";"2";"1994";"http://www.isosolidgyms.com";"07:00 am - 10:00 pm";"07:00 am - 10:00 pm";"07:00 am - 10:00 pm";"07:00 am - 10:00 pm";"07:00 am - 10:00 pm";"07:00 am - 10:00 pm";"07:00 am - 10:00 pm"
108;"Say Fitness";"+(91)-9911363666";"E 143, Amar Colony, Lajpat Nagar 4-lajpat Nagar, Delhi - 110024(Map)";"4.2";"20";"2002";"http://www.sayfitness.co.in";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"Closed"
109;"Fitness sanctuary";"+(91)-9953649935";"2nd floor asian building, Dnd road, Noida Sector 22, Noida - 201301, Opp rajkiya inter college";"4.2";"21";"2011";"Null";"10:00 am - 09:30 pm";"10:00 am - 09:30 pm";"10:00 am - 09:30 pm";"10:00 am - 09:30 pm";"10:00 am - 09:30 pm";"10:00 am - 09:30 pm";"10:00 am - 09:30 pm"
110;"Yamuna Sports Complex";"+(91)-11-22164726";"Surajmal Vihar-Anand Vihar, Delhi - 110092, Near Vivekanand Mahila College(Map)";"4.1";"1503";"1999";"http://www.dda.org.in/sports/yamuna_sports_complex.htm";"10:30 am - 03:00 pm";"10:30 am - 03:00 pm";"10:30 am - 03:00 pm";"10:30 am - 03:00 pm";"10:30 am - 03:00 pm";"10:30 am - 03:00 pm";"Closed"
111;"Jawaharlal Nehru Stadium";"+(91)-11-24362701";"Bhisham Pitamah Road, Lodhi Road, Delhi - 110003(Map)";"3.9";"476";"GymnasiumsCricket Co";"http://www.sportsauthorityofindia.nic.in";"09:30 am - 06:30 pm";"09:30 am - 06:30 pm";"09:30 am - 06:30 pm";"09:30 am - 06:30 pm";"09:30 am - 06:30 pm";"09:30 am - 06:30 pm";"09:30 am - 06:30 pm"
112;"Indira Gandhi Stadium";"+(91)-11-23392729";"Ito, Delhi - 110002, Near Ito Bridge(Map)";"4.1";"443";"GymnasiumsBoxing Cla";"http://www.sportsauthorityofindia.nic.in";"09:30 am - 06:00 pm";"09:30 am - 06:00 pm";"09:30 am - 06:00 pm";"09:30 am - 06:00 pm";"09:30 am - 06:00 pm";"09:30 am - 06:00 pm";"09:30 am - 06:00 pm"
113;"Vasant Vihar Club";"+(91)-11-26146663";"88, Paschimi Marg, Vasant Vihar, Delhi - 110057, Near Modern School(Map)";"4.1";"476";"Cash";"javascript:void(0);";"06:00 am - 11:00 pm";"06:00 am - 11:00 pm";"06:00 am - 11:00 pm";"06:00 am - 11:00 pm";"06:00 am - 11:00 pm";"06:00 am - 11:00 pm";"07:00 am - 10:00 pm"
114;"Ozone Spa Pvt Ltd";"+(91)-11-41550150";"D- 27, Defence Colony, Delhi - 110024, Near HDFC Bank(Map)";"4.1";"544";"They Dont Have Branc";"http://www.ozoneclubs.com";"06:30 am - 10:00 pm";"06:30 am - 10:00 pm";"06:30 am - 10:00 pm";"06:30 am - 10:00 pm";"06:30 am - 10:00 pm";"06:30 am - 10:00 pm";"Closed"
115;"New Friends Club";"+(91)-11-26326656";"Mathra Road, New Friends Colony, Delhi - 110025, Near Okhla Telephone Exchange(Map)";"3.9";"426";"1992";"javascript:void(0);";"07:00 am - 12:00 am";"07:00 am - 12:00 am";"07:00 am - 12:00 am";"07:00 am - 12:00 am";"07:00 am - 12:00 am";"07:00 am - 12:00 am";"07:00 am - 12:00 am"
116;"Pitam Pura Club";"+(91)-11-27017284";"H-4/5, Pitampura, Delhi - 110088(Map)";"4.1";"392";"GymnasiumsClubsBilli";"Null";"06:00 am - 11:00 pm";"06:00 am - 11:00 pm";"06:00 am - 11:00 pm";"06:00 am - 11:00 pm";"06:00 am - 11:00 pm";"06:00 am - 11:00 pm";"06:00 am - 11:00 pm"
117;"Huda Gymkhana Club";"+(91)-9312554103";"Huda Gymkhana Club, Gurgaon Sector 29, Gurgaon - 122002, Opposite Signature Tower, South City-1";"3.9";"441";"GymnasiumsSwimming C";"javascript:void(0);";"09:30 am - 06:30 pm";"09:30 am - 06:30 pm";"09:30 am - 06:30 pm";"09:30 am - 06:30 pm";"09:30 am - 06:30 pm";"09:30 am - 06:30 pm";"Closed"
118;"DDA Sports Complex";"+(91)-11-25261165";"A-6, Paschim Vihar, Delhi - 110063(Map)";"3.8";"326";"GymnasiumsSwimming C";"javascript:void(0);";"06:00 am - 08:00 pm";"06:00 am - 08:00 pm";"06:00 am - 08:00 pm";"06:00 am - 08:00 pm";"06:00 am - 08:00 pm";"06:00 am - 08:00 pm";"06:00 am - 09:00 pm"
119;"Gulmohar Sports Cum Community ...";"+(91)-11-26868139";"Balbir Saxena Marg, Gulmohar Park-Gautam Nagar, Delhi - 110049, Opposite Kamla Nehru College(Map)";"4.1";"236";"1982";"javascript:void(0);";"11:00 am - 07:00 pm";"11:00 am - 07:00 pm";"11:00 am - 07:00 pm";"11:00 am - 07:00 pm";"11:00 am - 07:00 pm";"11:00 am - 07:00 pm";"11:00 am - 07:00 pm"
120;"The Gym Health Planet";"+(91)-11-33498654";"Hd-3, 1st & 2nd floor, Opp.metro pillar no. 361, Pitampura, Delhi - 110034, Above Gitanjali Jewels,Opposite Metro Pillar No 361(Map)";"3.8";"333";"They Dont Have Branc";"http://www.thegym.in";"05:30 am - 10:00 pm";"05:30 am - 10:00 pm";"05:30 am - 10:00 pm";"05:30 am - 10:00 pm";"05:30 am - 10:00 pm";"05:30 am - 10:00 pm";"Closed"
121;"Mind & Soul Fitness";"+(91)-11-47532000";"B-2/22, Ashok Vihar II-Ashok Vihar, Delhi - 110052(Map)";"3.8";"296";"Other Address :- B-3";"http://www.mentesoul.com";"09:30 am - 06:30 pm";"09:30 am - 06:30 pm";"09:30 am - 06:30 pm";"09:30 am - 06:30 pm";"09:30 am - 06:30 pm";"09:30 am - 06:30 pm";"09:30 am - 06:30 pm"
122;"Olympia Gymnasium";"+(91)-11-29210020";"S-569, Greater Kailash, Delhi - 110048, Part-2, Donbosco School(Map)";"4.0";"408";"They Have No Branch ";"Null";"05:00 am - 10:00 pm";"05:00 am - 10:00 pm";"05:00 am - 10:00 pm";"05:00 am - 10:00 pm";"05:00 am - 10:00 pm";"05:00 am - 10:00 pm";"05:00 am - 10:00 pm"
123;"Health Wave Gym & Swim";"+(91)-9810768720";"Lawrence Road, Keshav Puram, Delhi - 110035, Central School, Opposite B2 Blk(Map)";"3.9";"236";"2004";"Null";"Closed";"06:00 am - 01:00 pm  05:00 pm - 10:00 pm";"06:00 am - 01:00 pm  05:00 pm - 10:00 pm";"06:00 am - 01:00 pm  05:00 pm - 10:00 pm";"06:00 am - 01:00 pm  05:00 pm - 10:00 pm";"06:00 am - 01:00 pm  05:00 pm - 10:00 pm";"06:00 am - 01:00 pm  05:00 pm - 10:00 pm"
124;"Fluid The Fitness Religion";"+(91)-11-47313131";"143, N-Block lane, Greater Kailash I, Delhi - 110048, Opposite LSR College, Zamrudpur(Map)";"3.9";"224";"CashCredit CardAmeri";"http://www.fluidfitness.in";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"Closed"
125;"Body Mechanics";"+(91)-11-42508462";"68, Ram Vihar, Delhi - 110092, Opposite Yamuna Sports Complex Gate No-1(Map)";"4.1";"32";"2014";"http://www.akshaychopra.org";"07:00 am - 10:30 pm";"07:00 am - 10:30 pm";"07:00 am - 10:30 pm";"07:00 am - 10:30 pm";"07:00 am - 10:30 pm";"07:00 am - 10:30 pm";"08:00 am - 02:00 pm"
126;"Gym Health Planet";"+(91)-11-45535888";"J 13/67, Rajouri Garden, Delhi - 110027(Map)";"3.9";"218";"2004";"javascript:void(0);";"05:30 am - 10:00 am";"05:30 am - 10:00 am";"05:30 am - 10:00 am";"05:30 am - 10:00 am";"05:30 am - 10:00 am";"05:30 am - 10:00 am";"Closed"
